Quality_Record_ID,Sales_Line_ID,Lot_ID,Hembaft_ID,Hembaft_Lot_Key,Product_ID,Production_Date,Measured_At,Available_At,Tensile_Strength_cN_dtex,Elongation_Pct,Evenness_CV_Pct,Oil_Pickup_Pct,Sample_Count,Lab_Result,Source_System
QLT-00002635,SL-00010033,LOT-202007-662842,,,P_963457,2020-07-08,2020-07-08,2020-07-09,4.52,22.5%,1.5%,0.4%,3,قبول,QMS_LAB
QLT-00002636,SL-00010036,LOT-202102-379173,,,P_RARE_Product_Family_03,2021-01-29,2021-01-31,2021-02-01,3.44,31.5%,1.5%,0.9%,6,قبول,QMS_LAB
QLT-00002637,SL-00010038,LOT-202006-570584,,,P_987950,2020-05-14,2020-05-15,2020-05-17,3.40,30.6%,1.5%,0.8%,8,قبول,QMS_LAB
QLT-00002638,SL-00010044,LOT-202005-961932,,,P_964660,2020-05-14,2020-05-14,2020-05-14,4.30,27.9%,1.5%,0.9%,6,قبول,QMS_LAB
QLT-00002639,SL-00010045,LOT-202008-405598,,,P_RARE_Product_Family_03,2020-07-29,2020-07-30,2020-08-01,4.52,26.3%,1.8%,0.8%,5,قبول,QMS_LAB
QLT-00002640,SL-00010050,LOT-202004-511319,,,P_984332,2020-04-03,2020-04-05,2020-04-06,4.72,23.7%,1.8%,0.5%,4,قبول,QMS_LAB
QLT-00002641,SL-00010056,LOT-202205-454635,,,P_215807,2022-04-30,2022-05-02,2022-05-04,3.87,31.0%,2.2%,0.9%,6,قبول,QMS_LAB
QLT-00002642,SL-00010057,LOT-202109-413469,,,P_006453,2021-09-05,2021-09-06,2021-09-06,3.64,32.6%,1.8%,1.0%,7,قبول,QMS_LAB
QLT-00002643,SL-00010060,LOT-202006-356366,,,P_242632,2020-05-22,2020-05-22,2020-05-24,4.72,27.4%,2.1%,0.9%,6,قبول,QMS_LAB
QLT-00002644,SL-00010067,LOT-202008-245987,,,P_571374,2020-07-18,2020-07-20,2020-07-20,4.50,29.0%,1.8%,1.0%,7,قبول,QMS_LAB
QLT-00002645,SL-00010071,LOT-202008-617010,,,P_427873,2020-08-05,2020-08-05,2020-08-06,4.50,32.8%,2.1%,0.5%,9,قبول,QMS_LAB
QLT-00002646,SL-00010076,LOT-202004-199848,,,P_RARE_Product_Family_04,2020-04-09,2020-04-10,2020-04-11,3.38,23.8%,2.1%,0.9%,6,قبول,QMS_LAB
QLT-00002647,SL-00010082,LOT-202101-497478,,,P_RARE_Product_Family_04,2021-01-14,2021-01-14,2021-01-14,4.27,21.1%,2.1%,1.0%,4,قبول,QMS_LAB
QLT-00002648,SL-00010083,LOT-202105-062621,,,P_635050,2021-04-28,2021-04-29,2021-05-01,4.50,19.5%,0.8%,1.0%,3,قبول,QMS_LAB
QLT-00002649,SL-00010084,LOT-202111-240443,,,P_RARE_Product_Family_05,2021-10-22,2021-10-22,2021-10-23,3.42,28.5%,0.8%,0.5%,6,قبول,QMS_LAB
QLT-00002650,SL-00010089,LOT-202205-050000,,,P_076036,2022-05-03,2022-05-04,2022-05-04,3.15,29.2%,2.1%,0.5%,9,قبول,QMS_LAB
QLT-00002651,SL-00010092,LOT-202105-145798,,,P_285147,2021-05-14,2021-05-16,2021-05-18,3.24,18.0%,1.1%,0.6%,10,قبول,QMS_LAB
QLT-00002652,SL-00010093,LOT-202106-510642,,,P_700346,2021-06-05,2021-06-06,2021-06-06,3.01,19.6%,0.8%,0.7%,3,قبول,QMS_LAB
QLT-00002653,SL-00010094,LOT-202106-878625,,,P_936652,2021-06-17,2021-06-19,2021-06-19,4.09,27.6%,0.8%,1.1%,8,قبول,QMS_LAB
QLT-00002654,SL-00010099,LOT-202101-128658,,,P_671927,2021-01-01,2021-01-01,2021-01-02,2.97,18.7%,0.8%,0.5%,5,قبول,QMS_LAB
QLT-00002655,SL-00010100,LOT-202105-624002,,,P_RARE_Product_Family_03,2021-05-05,2021-05-06,2021-05-08,3.99,22.1%,2.1%,1.0%,3,قبول,QMS_LAB
QLT-00002656,SL-00010110,LOT-202106-157301,,,P_565252,2021-06-16,2021-06-16,2021-06-17,3.99,18.3%,1.8%,0.6%,9,قبول,QMS_LAB
QLT-00002657,SL-00010111,LOT-202102-437726,,,P_541402,2021-02-16,2021-02-17,2021-02-17,4.21,33.7%,2.1%,0.5%,8,قبول,QMS_LAB
QLT-00002658,SL-00010116,LOT-202009-464519,,,P_RARE_Product_Family_04,2020-08-27,2020-08-27,2020-08-27,3.14,25.7%,2.1%,1.0%,3,قبول,QMS_LAB
QLT-00002659,SL-00010123,LOT-202104-190530,,,P_RARE_Product_Family_03,2021-04-02,2021-04-02,2021-04-04,4.21,30.0%,1.8%,1.0%,6,قبول,QMS_LAB
QLT-00002660,SL-00010124,LOT-202006-599362,,,P_192876,2020-06-03,2020-06-04,2020-06-04,3.09,21.0%,1.8%,0.5%,3,قبول,QMS_LAB
QLT-00002661,SL-00010125,LOT-202112-667895,,,P_672380,2021-11-25,2021-11-25,2021-11-26,2.87,22.6%,1.5%,0.6%,4,قبول,QMS_LAB
QLT-00002662,SL-00010132,LOT-202012-676835,,,P_RARE_Product_Family_03,2020-12-16,2020-12-16,2020-12-16,3.44,33.1%,1.2%,1.2%,7,قبول,QMS_LAB
QLT-00002663,SL-00010137,LOT-202108-963665,,,P_RARE_Product_Family_04,2021-08-13,2021-08-15,2021-08-15,4.56,25.1%,1.2%,0.8%,10,قبول,QMS_LAB
QLT-00002664,SL-00010138,LOT-202105-869893,,,P_490196,2021-04-18,2021-04-19,2021-04-21,3.48,34.0%,1.2%,0.4%,5,قبول,QMS_LAB
QLT-00002665,SL-00010139,LOT-202203-505567,,,P_RARE_Product_Family_02,2022-03-12,2022-03-14,2022-03-15,3.70,32.4%,1.5%,1.2%,4,قبول,QMS_LAB
QLT-00002666,SL-00010143,LOT-202011-731392,,,P_639522,2020-11-12,2020-11-12,2020-11-12,3,25.0%,2.4%,0.4%,6,قبول,QMS_LAB
QLT-00002667,SL-00010144,LOT-202011-497338,,,P_514917,2020-10-23,2020-10-25,2020-10-26,4.98,26.6%,2.1%,0.5%,7,قبول,QMS_LAB
QLT-00002668,SL-00010149,LOT-202005-595330,,,P_RARE_Product_Family_02,2020-05-22,2020-05-23,2020-05-25,3.05,25.9%,2.4%,0.5%,4,قبول,QMS_LAB
QLT-00002669,SL-00010152,LOT-202007-819106,,,P_RARE_Product_Family_04,2020-07-11,2020-07-12,2020-07-14,4.13,30.2%,2.1%,0.5%,7,قبول,QMS_LAB
QLT-00002670,SL-00010153,LOT-202007-117643,,,P_339338,2020-07-10,2020-07-12,2020-07-12,4.35,28.5%,2.4%,0.4%,6,قبول,QMS_LAB
QLT-00002671,SL-00010155,LOT-202003-382206,,,P_RARE_Product_Family_02,2020-03-05,2020-03-07,2020-03-09,3,21.2%,2.1%,0.9%,4,قبول,QMS_LAB
QLT-00002672,SL-00010158,LOT-202012-126630,,,P_427325,2020-11-22,2020-11-23,2020-11-23,3.27,20.5%,2.4%,0.9%,9,قبول,QMS_LAB
QLT-00002673,SL-00010165,LOT-202005-709769,,,P_635050,2020-05-08,2020-05-09,2020-05-09,4.35,24.8%,2.1%,0.9%,4,قبول,QMS_LAB
QLT-00002674,SL-00010168,LOT-202110-988957,,,P_661344,2021-10-17,2021-10-17,2021-10-19,3.27,33.7%,2.1%,0.5%,7,قبول,QMS_LAB
QLT-00002675,SL-00010170,LOT-202010-122281,,,P_003843,2020-09-23,2020-09-25,2020-09-25,3.99,25.8%,0.8%,0.5%,5,قبول,QMS_LAB
QLT-00002676,SL-00010173,LOT-202107-284115,,,P_995713,2021-07-01,2021-07-02,2021-07-03,3.76,27.4%,2.1%,0.6%,6,قبول,QMS_LAB
QLT-00002677,SL-00010176,LOT-202004-432049,,,P_RARE_Product_Family_03,2020-04-14,2020-04-16,2020-04-18,4.84,18.5%,2.1%,1.0%,3,قبول,QMS_LAB
QLT-00002678,SL-00010183,LOT-202202-654301,,,P_529239,2022-01-30,2022-01-31,2022-02-02,2.80,21.0%,1.4%,1.1%,6,قبول,QMS_LAB
QLT-00002679,SL-00010186,LOT-202103-130287,,,P_077463,2021-03-27,2021-03-27,2021-03-28,3.92,29.9%,1.4%,0.7%,9,قبول,QMS_LAB
QLT-00002680,SL-00010188,LOT-202101-160182,,,P_769936,2021-01-10,2021-01-10,2021-01-10,3.06,20.2%,1.7%,1.1%,3,قبول,QMS_LAB
QLT-00002681,SL-00010189,LOT-202108-967252,,,P_228625,2021-08-02,2021-08-04,2021-08-05,2.84,21.9%,1.4%,1.2%,4,قبول,QMS_LAB
QLT-00002682,SL-00010194,LOT-202108-495807,,,P_RARE_Product_Family_03,2021-08-07,2021-08-08,2021-08-09,4.10,23.4%,1.1%,0.7%,5,قبول,QMS_LAB
QLT-00002683,SL-00010195,LOT-202109-949693,,,P_983543,2021-09-10,2021-09-12,2021-09-12,4.33,21.8%,1.4%,0.6%,4,قبول,QMS_LAB
QLT-00002684,SL-00010201,LOT-202008-135855,,,P_RARE_Product_Family_04,2020-08-23,2020-08-23,2020-08-24,3.78,31.9%,1.7%,0.6%,7,قبول,QMS_LAB
QLT-00002685,SL-00010206,LOT-202011-538056,,,P_821914,2020-11-17,2020-11-19,2020-11-19,4.90,23.9%,1.7%,1.1%,10,قبول,QMS_LAB
QLT-00002686,SL-00010207,LOT-202006-895654,,,P_499327,2020-06-15,2020-06-15,2020-06-17,2.92,22.3%,2.0%,1.0%,9,قبول,QMS_LAB
QLT-00002687,SL-00010211,LOT-202102-163924,,,P_826872,2021-01-17,2021-01-18,2021-01-18,3.43,19.8%,2.3%,0.8%,3,قبول,QMS_LAB
QLT-00002688,SL-00010214,LOT-202103-146476,,,P_RARE_Product_Family_03,2021-03-20,2021-03-20,2021-03-20,4.55,28.8%,2.3%,0.4%,6,قبول,QMS_LAB
QLT-00002689,SL-00010221,LOT-202007-663815,,,P_593409,2020-06-28,2020-06-28,2020-06-28,4.35,23.9%,1.7%,0.8%,3,قبول,QMS_LAB
QLT-00002690,SL-00010226,LOT-202005-660136,,,P_591650,2020-04-25,2020-04-26,2020-04-27,4.58,22.3%,2.1%,0.7%,10,قبول,QMS_LAB
QLT-00002691,SL-00010233,LOT-202109-944237,,,P_319957,2021-08-22,2021-08-23,2021-08-24,4.35,27.7%,2.1%,1.2%,5,قبول,QMS_LAB
QLT-00002692,SL-00010234,LOT-202109-227555,,,P_RARE_Product_Family_04,2021-08-27,2021-08-29,2021-08-30,3.23,18.7%,2.1%,0.7%,10,قبول,QMS_LAB
QLT-00002693,SL-00010239,LOT-202008-580708,,,P_RARE_Product_Family_03,2020-07-29,2020-07-29,2020-07-31,4.31,26.8%,2.1%,1.1%,7,قبول,QMS_LAB
QLT-00002694,SL-00010243,LOT-202109-410758,,,P_RARE_Product_Family_02,2021-09-02,2021-09-04,2021-09-05,4.33,24.7%,1.4%,0.9%,5,قبول,QMS_LAB
QLT-00002695,SL-00010245,LOT-202004-661245,,,P_RARE_Product_Family_04,2020-03-21,2020-03-23,2020-03-23,2.98,34.3%,1.0%,0.5%,3,قبول,QMS_LAB
QLT-00002696,SL-00010246,LOT-202108-280644,,,P_850562,2021-07-16,2021-07-16,2021-07-17,3.21,32.7%,1.4%,0.4%,10,قبول,QMS_LAB
QLT-00002697,SL-00010248,LOT-202006-832781,,,P_169818,2020-06-18,2020-06-18,2020-06-18,4.06,25.4%,1.0%,0.9%,8,قبول,QMS_LAB
QLT-00002698,SL-00010250,LOT-202008-879585,,,P_RARE_Product_Family_02,2020-08-03,2020-08-03,2020-08-03,3.92,32.8%,1.3%,1.0%,10,قبول,QMS_LAB
QLT-00002699,SL-00010255,LOT-202108-858514,,,P_RARE_Product_Family_01,2021-08-07,2021-08-08,2021-08-08,2.80,23.8%,1.3%,0.5%,7,قبول,QMS_LAB
QLT-00002700,SL-00010262,LOT-202107-000687,,,P_700346,2021-07-09,2021-07-10,2021-07-10,3.21,25.2%,2.3%,0.4%,6,قبول,QMS_LAB
QLT-00002701,SL-00010263,LOT-202011-819592,,,P_836866,2020-10-29,2020-10-31,2020-11-01,3.43,23.6%,1.1%,0.4%,5,قبول,QMS_LAB
QLT-00002702,SL-00010269,LOT-202011-932634,,,P_427325,2020-10-19,2020-10-19,2020-10-19,3.47,24.5%,1.1%,0.5%,3,قبول,QMS_LAB
QLT-00002703,SL-00010275,LOT-202101-844093,,,P_RARE_Product_Family_05,2021-01-03,2021-01-04,2021-01-04,4.33,20.9%,1.0%,0.5%,3,قبول,QMS_LAB
QLT-00002704,SL-00010282,LOT-202009-100909,,,P_840489,2020-09-05,2020-09-06,2020-09-07,4.79,18.8%,0.9%,1.1%,6,قبول,QMS_LAB
QLT-00002705,SL-00010283,LOT-202002-260837,,,P_593409,2020-01-31,2020-02-02,2020-02-04,2.81,34.2%,1.2%,1.0%,5,قبول,QMS_LAB
QLT-00002706,SL-00010287,LOT-202108-026244,,,P_RARE_Product_Family_04,2021-07-26,2021-07-26,2021-07-26,3.71,27.8%,0.9%,0.7%,9,قبول,QMS_LAB
QLT-00002707,SL-00010288,LOT-202110-871746,,,P_043416,2021-10-08,2021-10-08,2021-10-10,4.74,34.9%,0.9%,1.0%,8,قبول,QMS_LAB
QLT-00002708,SL-00010293,LOT-202004-355777,,,P_769459,2020-04-16,2020-04-16,2020-04-18,3.66,30.6%,1.2%,1.0%,5,قبول,QMS_LAB
QLT-00002709,SL-00010296,LOT-202002-562503,,,P_RARE_Product_Family_03,2020-01-18,2020-01-20,2020-01-22,4.79,22.6%,1.2%,0.6%,8,قبول,QMS_LAB
QLT-00002710,SL-00010298,LOT-202009-277700,,,P_982549,2020-09-01,2020-09-02,2020-09-02,4.74,21.7%,1.2%,0.5%,10,قبول,QMS_LAB
QLT-00002711,SL-00010299,LOT-202108-380634,,,P_086802,2021-07-28,2021-07-28,2021-07-29,4.52,23.3%,0.9%,0.5%,3,قبول,QMS_LAB
QLT-00002712,SL-00010303,LOT-202107-500688,,,P_RARE_Product_Family_02,2021-07-23,2021-07-24,2021-07-26,2.83,30.1%,1.3%,0.4%,8,قبول,QMS_LAB
QLT-00002713,SL-00010306,LOT-202004-302317,,,P_RARE_Product_Family_03,2020-04-05,2020-04-05,2020-04-07,3.96,22.1%,1.3%,0.9%,3,قبول,QMS_LAB
QLT-00002714,SL-00010311,LOT-202109-676790,,,P_RARE_Product_Family_05,2021-09-06,2021-09-06,2021-09-07,2.83,26.3%,1.0%,0.9%,6,قبول,QMS_LAB
QLT-00002715,SL-00010314,LOT-202004-961766,,,P_RARE_Product_Family_05,2020-04-04,2020-04-05,2020-04-07,3.91,34.4%,1.0%,0.4%,3,قبول,QMS_LAB
QLT-00002716,SL-00010322,LOT-202111-158815,,,P_RARE_Product_Family_04,2021-11-27,2021-11-27,2021-11-29,4.63,25.0%,1.6%,0.9%,7,قبول,QMS_LAB
QLT-00002717,SL-00010327,LOT-201912-597457,,,P_310017,2019-12-15,2019-12-16,2019-12-18,3.50,33.0%,1.6%,0.4%,4,قبول,QMS_LAB
QLT-00002718,SL-00010328,LOT-202110-407925,,,P_639522,2021-09-27,2021-09-27,2021-09-28,3.28,34.6%,1.3%,0.5%,5,قبول,QMS_LAB
QLT-00002719,SL-00010333,LOT-202204-255432,,,P_502563,2022-03-24,2022-03-25,2022-03-26,3.55,30.2%,1.3%,1.0%,8,قبول,QMS_LAB
QLT-00002720,SL-00010336,LOT-202204-168934,,,P_RARE_Product_Family_03,2022-03-29,2022-03-31,2022-04-01,4.63,21.2%,1.3%,0.5%,5,قبول,QMS_LAB
QLT-00002721,SL-00010337,LOT-202102-773903,,,P_096970,2021-02-08,2021-02-08,2021-02-08,4.85,19.6%,1.6%,0.4%,4,قبول,QMS_LAB
QLT-00002722,SL-00010339,LOT-202109-396135,,,P_569202,2021-08-29,2021-08-29,2021-08-30,3.50,29.3%,1.3%,0.9%,10,قبول,QMS_LAB
QLT-00002723,SL-00010341,LOT-202106-846916,,,P_RARE_Product_Family_03,2021-06-04,2021-06-05,2021-06-05,2.86,19.9%,2.3%,1.1%,10,قبول,QMS_LAB
QLT-00002724,SL-00010346,LOT-202203-305172,,,P_RARE_Product_Family_03,2022-03-05,2022-03-05,2022-03-06,4.83,21.5%,2.0%,1.2%,3,قبول,QMS_LAB
QLT-00002725,SL-00010353,LOT-202111-476811,,,P_RARE_Product_Family_01,2021-11-01,2021-11-01,2021-11-03,2.86,33.1%,2.0%,0.7%,8,قبول,QMS_LAB
QLT-00002726,SL-00010354,LOT-202003-238213,,,P_RARE_Product_Family_04,2020-02-26,2020-02-28,2020-03-01,3.98,25.1%,2.0%,1.2%,3,قبول,QMS_LAB
QLT-00002727,SL-00010355,LOT-202002-906393,,,P_RARE_Product_Family_04,2020-02-15,2020-02-15,2020-02-15,4.20,23.5%,2.3%,1.1%,10,قبول,QMS_LAB
QLT-00002728,SL-00010363,LOT-202006-437288,,,P_RARE_Product_Family_04,2020-06-05,2020-06-06,2020-06-06,4.14,29.0%,1.0%,0.8%,8,قبول,QMS_LAB
QLT-00002729,SL-00010366,LOT-202006-470825,,,P_RARE_Product_Family_03,2020-05-31,2020-05-31,2020-06-02,3.06,21.0%,1.0%,0.4%,3,قبول,QMS_LAB
QLT-00002730,SL-00010367,LOT-202009-228292,,,P_RARE_Product_Family_03,2020-09-14,2020-09-16,2020-09-17,2.84,22.6%,2.3%,0.4%,4,قبول,QMS_LAB
QLT-00002731,SL-00010369,LOT-202002-730104,,,P_945371,2020-02-04,2020-02-06,2020-02-08,4.18,29.9%,1.0%,0.9%,6,قبول,QMS_LAB
QLT-00002732,SL-00010372,LOT-202011-943079,,,P_490196,2020-10-21,2020-10-23,2020-10-24,3.06,34.2%,2.3%,0.8%,9,قبول,QMS_LAB
QLT-00002733,SL-00010377,LOT-202103-080903,,,P_091085,2021-02-23,2021-02-24,2021-02-25,4.18,26.2%,2.3%,0.4%,4,قبول,QMS_LAB
QLT-00002734,SL-00010378,LOT-202205-526288,,,P_465221,2022-04-25,2022-04-27,2022-04-27,4.41,24.6%,1.0%,0.4%,3,قبول,QMS_LAB
QLT-00002735,SL-00010382,LOT-202102-418697,,,P_679203,2021-02-07,2021-02-07,2021-02-09,3.27,34.5%,1.4%,0.7%,7,قبول,QMS_LAB
QLT-00002736,SL-00010385,LOT-202205-067392,,,P_RARE_Product_Family_02,2022-04-30,2022-05-01,2022-05-01,3.49,32.9%,1.7%,0.6%,6,قبول,QMS_LAB
QLT-00002737,SL-00010388,LOT-202111-038076,,,P_RARE_Product_Family_03,2021-10-18,2021-10-18,2021-10-18,4.61,24.8%,1.7%,1.1%,9,قبول,QMS_LAB
QLT-00002738,SL-00010389,LOT-202006-441822,,,P_108987,2020-05-26,2020-05-28,2020-05-29,4.39,26.4%,1.4%,1.2%,10,قبول,QMS_LAB
QLT-00002739,SL-00010395,LOT-202110-687898,,,P_936652,2021-10-15,2021-10-17,2021-10-19,4.92,21.3%,1.7%,0.8%,10,قبول,QMS_LAB
QLT-00002740,SL-00010398,LOT-202107-198583,,,P_RARE_Product_Family_04,2021-07-21,2021-07-21,2021-07-23,3.80,29.3%,1.7%,1.2%,7,قبول,QMS_LAB
QLT-00002741,SL-00010400,LOT-202205-291577,,,P_565736,2022-05-02,2022-05-04,2022-05-05,4.59,21.2%,1.4%,1.0%,6,قبول,QMS_LAB
QLT-00002742,SL-00010407,LOT-202011-929123,,,P_425142,2020-11-07,2020-11-07,2020-11-09,3.47,29.2%,1.4%,0.5%,3,قبول,QMS_LAB
QLT-00002743,SL-00010410,LOT-202106-585501,,,P_RARE_Product_Family_02,2021-05-31,2021-05-31,2021-06-02,4.59,24.9%,1.8%,0.5%,8,قبول,QMS_LAB
QLT-00002744,SL-00010411,LOT-202108-553235,,,P_RARE_Product_Family_04,2021-07-20,2021-07-22,2021-07-22,4.37,26.6%,1.4%,0.6%,9,قبول,QMS_LAB
QLT-00002745,SL-00010417,LOT-202011-852999,,,P_RARE_Product_Family_03,2020-10-21,2020-10-23,2020-10-25,3.51,33.9%,1.8%,1.0%,3,قبول,QMS_LAB
QLT-00002746,SL-00010427,LOT-202104-065683,,,P_RARE_Product_Family_04,2021-04-03,2021-04-03,2021-04-04,4.37,30.3%,1.7%,1.0%,3,قبول,QMS_LAB
QLT-00002747,SL-00010431,LOT-202003-288729,,,P_484048,2020-03-14,2020-03-15,2020-03-17,4.37,34.1%,2.1%,0.5%,5,قبول,QMS_LAB
QLT-00002748,SL-00010436,LOT-202011-913499,,,P_067181,2020-11-26,2020-11-28,2020-11-28,3.25,25.1%,2.1%,0.9%,10,قبول,QMS_LAB
QLT-00002749,SL-00010437,LOT-202006-155241,,,P_593409,2020-06-26,2020-06-27,2020-06-28,3.02,26.7%,1.7%,1.0%,3,قبول,QMS_LAB
QLT-00002750,SL-00010440,LOT-202012-239533,,,P_964660,2020-12-25,2020-12-26,2020-12-28,4.80,25.2%,0.9%,0.4%,6,قبول,QMS_LAB
QLT-00002751,SL-00010445,LOT-202107-171684,,,P_RARE_Product_Family_02,2021-07-11,2021-07-11,2021-07-13,3.72,34.2%,0.9%,0.9%,9,قبول,QMS_LAB
QLT-00002752,SL-00010456,LOT-202105-689392,,,P_RARE_Product_Family_02,2021-04-26,2021-04-26,2021-04-26,4.62,31.7%,1.2%,0.4%,10,قبول,QMS_LAB
QLT-00002753,SL-00010457,LOT-202108-874265,,,P_RARE_Product_Family_03,2021-07-20,2021-07-22,2021-07-23,4.39,33.3%,0.8%,0.4%,3,قبول,QMS_LAB
QLT-00002754,SL-00010458,LOT-202001-190143,,,P_427873,2020-01-19,2020-01-19,2020-01-20,3.27,24.4%,0.8%,0.9%,8,قبول,QMS_LAB
QLT-00002755,SL-00010463,LOT-202003-460730,,,P_RARE_Product_Family_03,2020-03-18,2020-03-19,2020-03-19,2.96,27.9%,0.8%,1.2%,7,قبول,QMS_LAB
QLT-00002756,SL-00010468,LOT-202201-613680,,,P_RARE_Product_Family_04,2022-01-14,2022-01-14,2022-01-16,4.08,19.9%,0.8%,0.8%,10,قبول,QMS_LAB
QLT-00002757,SL-00010473,LOT-202104-263452,,,P_RARE_Product_Family_03,2021-03-23,2021-03-25,2021-03-27,3.81,24.3%,0.8%,1.2%,7,قبول,QMS_LAB
QLT-00002758,SL-00010476,LOT-202003-112299,,,P_087164,2020-03-12,2020-03-13,2020-03-15,4.94,33.3%,0.8%,0.8%,10,قبول,QMS_LAB
QLT-00002759,SL-00010478,LOT-202106-719736,,,P_RARE_Product_Family_04,2021-06-22,2021-06-23,2021-06-23,4.08,23.6%,1.1%,1.2%,4,قبول,QMS_LAB
QLT-00002760,SL-00010479,LOT-202105-086997,,,P_893202,2021-05-05,2021-05-05,2021-05-06,3.86,25.2%,0.8%,0.4%,5,قبول,QMS_LAB
QLT-00002761,SL-00010482,LOT-202204-255432,,,P_502563,2022-04-08,2022-04-09,2022-04-09,4.82,32.0%,1.9%,1.1%,8,قبول,QMS_LAB
QLT-00002762,SL-00010488,LOT-202005-126765,,,P_RARE_Product_Family_03,2020-04-26,2020-04-27,2020-04-29,3.48,24.6%,1.5%,0.7%,6,قبول,QMS_LAB
QLT-00002763,SL-00010489,LOT-202011-744785,,,P_RARE_Product_Family_03,2020-10-17,2020-10-19,2020-10-19,3.70,23.0%,1.9%,0.6%,5,قبول,QMS_LAB
QLT-00002764,SL-00010492,LOT-202005-780644,,,P_459910,2020-05-02,2020-05-02,2020-05-02,3.05,27.7%,2.2%,0.7%,6,قبول,QMS_LAB
QLT-00002765,SL-00010493,LOT-202007-227788,,,P_809117,2020-07-08,2020-07-10,2020-07-11,2.82,29.3%,1.8%,0.8%,7,قبول,QMS_LAB
QLT-00002766,SL-00010496,LOT-202001-095465,,,P_864237,2020-01-07,2020-01-08,2020-01-09,3.95,21.3%,1.8%,0.4%,10,قبول,QMS_LAB
QLT-00002767,SL-00010499,LOT-202004-948345,,,P_RARE_Product_Family_01,2020-04-20,2020-04-22,2020-04-22,4.17,19.7%,2.2%,1.2%,9,قبول,QMS_LAB
QLT-00002768,SL-00010500,LOT-202108-710067,,,P_RARE_Product_Family_01,2021-07-27,2021-07-28,2021-07-29,3.81,21.0%,2.3%,0.5%,7,قبول,QMS_LAB
QLT-00002769,SL-00010501,LOT-202010-498801,,,P_700346,2020-10-14,2020-10-14,2020-10-16,3.59,22.6%,2.0%,0.6%,8,قبول,QMS_LAB
QLT-00002770,SL-00010506,LOT-202205-836773,,,P_RARE_Product_Family_03,2022-04-14,2022-04-15,2022-04-17,4.66,30.6%,2.0%,1.0%,5,قبول,QMS_LAB
QLT-00002771,SL-00010512,LOT-202103-413445,,,P_693439,2021-03-09,2021-03-11,2021-03-11,3.99,31.4%,2.0%,0.5%,3,قبول,QMS_LAB
QLT-00002772,SL-00010514,LOT-202007-415092,,,P_RARE_Product_Family_03,2020-06-29,2020-07-01,2020-07-03,4.85,24.1%,1.7%,1.0%,9,قبول,QMS_LAB
QLT-00002773,SL-00010515,LOT-202107-643401,,,P_769459,2021-06-27,2021-06-27,2021-06-28,2.87,22.5%,2.0%,0.9%,8,قبول,QMS_LAB
QLT-00002774,SL-00010518,LOT-202004-379288,,,P_718494,2020-04-03,2020-04-04,2020-04-05,3.95,30.5%,2.0%,0.4%,5,قبول,QMS_LAB
QLT-00002775,SL-00010522,LOT-202012-050325,,,P_735610,2020-12-01,2020-12-02,2020-12-04,3.99,27.7%,1.7%,1.0%,9,قبول,QMS_LAB
QLT-00002776,SL-00010525,LOT-202107-558978,,,P_484354,2021-07-12,2021-07-14,2021-07-15,4.22,26.1%,2.0%,0.9%,8,قبول,QMS_LAB
QLT-00002777,SL-00010528,LOT-202007-956816,,,P_RARE_Product_Family_03,2020-06-29,2020-06-29,2020-06-29,3.95,26.8%,1.7%,0.9%,3,قبول,QMS_LAB
QLT-00002778,SL-00010532,LOT-202108-652823,,,P_569848,2021-07-20,2021-07-22,2021-07-23,3.10,30.4%,1.7%,0.9%,3,قبول,QMS_LAB
QLT-00002779,SL-00010535,LOT-202009-505626,,,P_RARE_Product_Family_02,2020-09-02,2020-09-03,2020-09-05,2.87,32.0%,1.4%,1.0%,4,قبول,QMS_LAB
QLT-00002780,SL-00010538,LOT-202111-630095,,,P_RARE_Product_Family_02,2021-10-27,2021-10-27,2021-10-27,3.14,31.3%,1.7%,1.0%,9,قبول,QMS_LAB
QLT-00002781,SL-00010542,LOT-202006-112896,,,P_769459,2020-06-09,2020-06-10,2020-06-10,3.10,26.6%,1.4%,0.5%,9,قبول,QMS_LAB
QLT-00002782,SL-00010544,LOT-202203-963185,,,P_RARE_Product_Family_04,2022-03-02,2022-03-03,2022-03-04,4.44,34.0%,1.7%,0.9%,3,قبول,QMS_LAB
QLT-00002783,SL-00010545,LOT-202204-512250,,,P_RARE_Product_Family_03,2022-04-07,2022-04-07,2022-04-09,4.22,18.6%,1.4%,1.0%,4,قبول,QMS_LAB
QLT-00002784,SL-00010548,LOT-202010-458712,,,P_052400,2020-09-19,2020-09-21,2020-09-23,3.14,27.5%,1.4%,0.6%,7,قبول,QMS_LAB
QLT-00002785,SL-00010550,LOT-202006-500024,,,P_275491,2020-05-22,2020-05-22,2020-05-22,3.44,21.7%,2.4%,1.1%,5,قبول,QMS_LAB
QLT-00002786,SL-00010555,LOT-202106-638405,,,P_353119,2021-06-10,2021-06-12,2021-06-12,4.56,30.7%,2.4%,0.7%,8,قبول,QMS_LAB
QLT-00002787,SL-00010556,LOT-202010-626637,,,P_565736,2020-10-07,2020-10-07,2020-10-08,4.79,29.1%,1.1%,0.7%,7,قبول,QMS_LAB
QLT-00002788,SL-00010560,LOT-202010-936445,,,P_RARE_Product_Family_02,2020-10-13,2020-10-14,2020-10-14,4.02,34.5%,1.1%,0.9%,3,قبول,QMS_LAB
