Collection_ID,Customer_ID,شماره فاکتور,تاریخ فاکتور,تاریخ سررسید,تاریخ رویداد وصول,Available_At,مبلغ وصول,روز تأخیر,چک برگشتی,Source_System
COL-00004165,C_633661,T_267848,2020-11-02,2020-11-02,2020-12-18,2020-12-18,"14,295.13",46,خیر,ERP_COLLECTIONS
COL-00004166,C_633661,T_267848,2020-11-02,2020-11-02,2020-12-27,2020-12-28,"14,295.12",55,خیر,ERP_COLLECTIONS
COL-00004167,C_806376,T_267893,2020-12-28,2020-12-28,2021-02-08,2021-02-08,"75,526.12",42,خیر,ERP_COLLECTIONS
COL-00004168,C_593639,T_267894,2021-06-21,2021-06-21,2021-07-15,2021-07-16,"197,265.28",24,خیر,ERP_COLLECTIONS
COL-00004169,C_023073,T_268043,2021-10-25,2021-10-25,2021-12-12,2021-12-14,"7,321.16",48,خیر,ERP_COLLECTIONS
COL-00004170,C_600979,T_268081,2020-09-07,2020-09-07,2020-09-18,2020-09-18,"81,306.78",11,خیر,ERP_COLLECTIONS
COL-00004171,C_683666,T_268086,2020-12-28,2020-12-28,2021-02-14,2021-02-15,"461,606.11",48,خیر,ERP_COLLECTIONS
COL-00004172,C_858494,T_268096,2022-06-06,2022-06-06,2022-07-18,2022-07-18,"86,609.47",42,خیر,ERP_COLLECTIONS
COL-00004173,C_683666,T_268166,2020-06-29,2020-06-29,2020-07-05,2020-07-06,"535,542.42",6,خیر,ERP_COLLECTIONS
COL-00004174,C_749821,T_268203,2020-11-30,2021-02-28,2021-04-10,2021-04-10,"388,481.67",41,بله,ERP_COLLECTIONS
COL-00004175,C_050237,T_268262,2020-12-14,2021-03-14,2021-03-22,2021-03-23,"146,751.91",8,خیر,ERP_COLLECTIONS
COL-00004176,C_050237,T_268262,2020-12-14,2021-03-14,2021-03-22,2021-03-24,"146,751.90",8,خیر,ERP_COLLECTIONS
COL-00004177,C_482570,T_268267,2022-04-18,2022-04-18,2022-05-11,2022-05-12,"4,333.63",23,خیر,ERP_COLLECTIONS
COL-00004178,C_986633,T_268344,2021-07-12,2021-07-12,2021-07-27,2021-07-28,"2,375.23",15,خیر,ERP_COLLECTIONS
COL-00004179,C_444616,T_268430,2020-02-24,2020-02-24,2020-03-21,2020-03-23,"268,755.01",26,خیر,ERP_COLLECTIONS
COL-00004180,C_633661,T_268500,2020-06-15,2020-06-15,2020-07-10,2020-07-11,"376,849.30",25,خیر,ERP_COLLECTIONS
COL-00004181,C_465481,T_268517,2020-12-07,2021-01-06,2021-02-16,2021-02-17,"84,879.93",41,خیر,ERP_COLLECTIONS
COL-00004182,C_113139,T_268638,2020-02-24,2020-05-24,2020-06-20,2020-06-22,"8,563.25",27,خیر,ERP_COLLECTIONS
COL-00004183,C_113139,T_268638,2020-02-24,2020-05-24,2020-06-11,2020-06-11,"8,563.24",18,خیر,ERP_COLLECTIONS
COL-00004184,C_877858,T_268655,2020-03-16,2020-04-15,2020-05-18,2020-05-20,"11,232.03",33,خیر,ERP_COLLECTIONS
COL-00004185,C_117580,T_268766,2020-06-15,2020-07-15,2020-08-04,2020-08-05,"22,350.08",20,خیر,ERP_COLLECTIONS
COL-00004186,C_117580,T_268831,2020-07-13,2020-07-13,2020-08-30,2020-08-30,"50,686.79",48,خیر,ERP_COLLECTIONS
COL-00004187,C_479796,T_269114,2021-09-20,2021-10-20,2021-12-05,2021-12-07,"51,220.87",46,خیر,ERP_COLLECTIONS
COL-00004188,C_479796,T_269114,2021-09-20,2021-10-20,2021-11-16,2021-11-16,"51,220.87",27,خیر,ERP_COLLECTIONS
COL-00004189,C_831485,T_269133,2021-02-22,2021-02-22,2021-02-22,2021-02-23,"112,986.30",0,خیر,ERP_COLLECTIONS
COL-00004190,C_951507,T_269394,2021-02-15,2021-02-15,2021-03-03,2021-03-05,"11,368.42",16,خیر,ERP_COLLECTIONS
COL-00004191,C_276262,T_269395,2022-01-31,2022-01-31,2022-02-22,2022-02-22,"15,060.94",22,خیر,ERP_COLLECTIONS
COL-00004192,C_705680,T_269411,2020-08-17,2020-09-16,2020-10-03,2020-10-03,"193,988.21",17,خیر,ERP_COLLECTIONS
COL-00004193,C_739474,T_269531,2020-07-27,2020-08-26,2020-10-13,2020-10-13,"155,751.89",48,خیر,ERP_COLLECTIONS
COL-00004194,C_749821,T_269697,2022-01-17,2022-01-17,2022-02-17,2022-02-18,"104,789.20",31,خیر,ERP_COLLECTIONS
COL-00004195,C_806376,T_269820,2021-10-18,2021-10-18,2021-11-13,2021-11-13,"166,466.29",26,خیر,ERP_COLLECTIONS
COL-00004196,C_468898,T_269870,2021-06-28,2021-06-28,2021-07-22,2021-07-22,"14,876.68",24,خیر,ERP_COLLECTIONS
COL-00004197,C_633661,T_269913,2021-04-05,2021-04-05,2021-04-10,2021-04-12,"705,990.80",5,خیر,ERP_COLLECTIONS
COL-00004198,C_465481,T_270113,2020-02-24,2020-02-24,2020-02-26,2020-02-28,"56,274.65",2,خیر,ERP_COLLECTIONS
COL-00004199,C_739947,T_270144,2021-09-06,2021-09-06,2021-10-24,2021-10-26,"120,685.69",48,خیر,ERP_COLLECTIONS
COL-00004200,C_598080,T_270204,2021-11-01,2021-12-01,2022-01-07,2022-01-08,"145,322.33",37,خیر,ERP_COLLECTIONS
COL-00004201,C_598080,T_270204,2021-11-01,2021-12-01,2021-12-24,2021-12-26,"145,322.32",23,خیر,ERP_COLLECTIONS
COL-00004202,C_069492,T_270301,2021-01-25,2021-02-24,2021-03-27,2021-03-28,"645,247.48",31,خیر,ERP_COLLECTIONS
COL-00004203,C_769450,T_270428,2021-10-04,2021-11-03,2021-11-05,2021-11-07,"425,793.74",2,خیر,ERP_COLLECTIONS
COL-00004204,C_941574,T_270434,2021-07-19,2021-07-19,2021-08-22,2021-08-24,"5,929.09",34,خیر,ERP_COLLECTIONS
COL-00004205,C_245948,T_270441,2020-05-11,2020-08-09,2020-09-12,2020-09-14,"184,226.43",34,خیر,ERP_COLLECTIONS
COL-00004206,C_245948,T_270441,2020-05-11,2020-08-09,2020-09-27,2020-09-27,"184,226.42",49,خیر,ERP_COLLECTIONS
COL-00004207,C_937594,T_270463,2021-11-29,2021-12-29,2022-01-17,2022-01-18,"952,553.44",19,خیر,ERP_COLLECTIONS
COL-00004208,C_915518,T_270527,2021-09-27,2021-09-27,2021-11-09,2021-11-10,"5,409.61",43,خیر,ERP_COLLECTIONS
COL-00004209,C_117580,T_270597,2020-07-06,2020-07-06,2020-08-17,2020-08-19,"60,611.20",42,خیر,ERP_COLLECTIONS
COL-00004210,C_937594,T_270668,2020-08-24,2020-11-22,2020-12-08,2020-12-10,"120,355.98",16,خیر,ERP_COLLECTIONS
COL-00004211,C_937594,T_270668,2020-08-24,2020-11-22,2020-12-04,2020-12-04,"120,355.97",12,خیر,ERP_COLLECTIONS
COL-00004212,C_421536,T_270716,2020-06-29,2020-07-29,2020-08-26,2020-08-26,"133,253.76",28,خیر,ERP_COLLECTIONS
COL-00004213,C_074947,T_270845,2021-07-12,2021-08-11,2021-09-03,2021-09-03,"92,481.83",23,خیر,ERP_COLLECTIONS
COL-00004214,C_888956,T_270858,2020-11-30,2020-11-30,2020-12-07,2020-12-08,"63,969.81",7,خیر,ERP_COLLECTIONS
COL-00004215,C_888956,T_270858,2020-11-30,2020-11-30,2020-12-08,2020-12-10,"63,969.80",8,خیر,ERP_COLLECTIONS
COL-00004216,C_746892,T_270910,2022-01-03,2022-02-02,2022-02-08,2022-02-08,"30,940.00",6,خیر,ERP_COLLECTIONS
COL-00004217,C_746892,T_270910,2022-01-03,2022-02-02,2022-03-09,2022-03-10,"30,939.99",35,خیر,ERP_COLLECTIONS
COL-00004218,C_806376,T_271019,2021-08-23,2021-09-22,2021-11-09,2021-11-11,"128,836.02",48,خیر,ERP_COLLECTIONS
COL-00004219,C_479796,T_271166,2021-02-15,2021-03-17,2021-04-23,2021-04-24,"100,391.63",37,خیر,ERP_COLLECTIONS
COL-00004220,C_937594,T_271173,2022-05-09,2022-08-07,2022-09-06,2022-09-07,"3,926,745.14",30,خیر,ERP_COLLECTIONS
COL-00004221,C_633661,T_271399,2020-12-14,2020-12-14,2021-01-26,2021-01-27,"160,760.29",43,خیر,ERP_COLLECTIONS
COL-00004222,C_746892,T_271404,2020-07-27,2020-08-26,2020-09-01,2020-09-03,"13,406.51",6,خیر,ERP_COLLECTIONS
COL-00004223,C_258325,T_271559,2021-08-02,2021-08-02,2021-08-06,2021-08-08,"58,355.12",4,خیر,ERP_COLLECTIONS
COL-00004224,C_258325,T_271559,2021-08-02,2021-08-02,2021-09-05,2021-09-05,"58,355.12",34,خیر,ERP_COLLECTIONS
COL-00004225,C_984759,T_271626,2020-09-21,2020-09-21,2020-09-21,2020-09-22,"102,807.02",0,خیر,ERP_COLLECTIONS
COL-00004226,C_419410,T_271635,2021-06-14,2021-09-12,2021-09-13,2021-09-14,"30,265.69",1,خیر,ERP_COLLECTIONS
COL-00004227,C_101842,T_271784,2020-04-13,2020-05-13,2020-05-11,2020-05-13,"204,835.79",0,خیر,ERP_COLLECTIONS
COL-00004228,C_877858,T_272056,2020-03-09,2020-04-08,2020-04-10,2020-04-10,"43,974.60",2,خیر,ERP_COLLECTIONS
COL-00004229,C_594561,T_272087,2022-02-21,2022-02-21,2022-04-08,2022-04-10,"143,844.93",46,خیر,ERP_COLLECTIONS
COL-00004230,C_117580,T_272214,2020-06-22,2020-06-22,2020-08-02,2020-08-03,"58,309.63",41,خیر,ERP_COLLECTIONS
COL-00004231,C_421536,T_272349,2021-03-15,2021-04-14,2021-04-21,2021-04-23,"47,413.61",7,خیر,ERP_COLLECTIONS
COL-00004232,C_421536,T_272349,2021-03-15,2021-04-14,2021-04-22,2021-04-22,"47,413.61",8,خیر,ERP_COLLECTIONS
COL-00004233,C_806376,T_272412,2021-09-27,2021-10-27,2021-11-15,2021-11-15,"138,791.18",19,خیر,ERP_COLLECTIONS
COL-00004234,C_838088,T_272520,2020-10-26,2020-10-26,2020-11-21,2020-11-21,"84,955.88",26,خیر,ERP_COLLECTIONS
COL-00004235,C_099163,T_272660,2020-08-03,2020-08-03,2020-09-01,2020-09-02,"16,872.92",29,خیر,ERP_COLLECTIONS
COL-00004236,C_099163,T_272660,2020-08-03,2020-08-03,2020-09-18,2020-09-20,"16,872.92",46,خیر,ERP_COLLECTIONS
COL-00004237,C_739947,T_272684,2021-11-01,2021-11-01,2021-12-03,2021-12-05,"97,313.18",32,خیر,ERP_COLLECTIONS
COL-00004238,C_514467,T_272720,2020-01-13,2020-02-12,2020-02-16,2020-02-16,"49,129.93",4,خیر,ERP_COLLECTIONS
COL-00004239,C_126481,T_273093,2020-05-25,2020-05-25,2020-07-10,2020-07-11,"25,230.18",46,خیر,ERP_COLLECTIONS
COL-00004240,C_941574,T_273109,2021-08-09,2021-08-09,2021-08-21,2021-08-21,"7,992.25",12,خیر,ERP_COLLECTIONS
COL-00004241,C_829082,T_273349,2021-12-13,2022-01-12,2022-01-18,2022-01-20,"832,208.38",6,خیر,ERP_COLLECTIONS
COL-00004242,C_683666,T_273370,2020-03-02,2020-03-02,2020-04-16,2020-04-16,"295,642.92",45,خیر,ERP_COLLECTIONS
COL-00004243,C_878590,T_273387,2021-01-11,2021-01-11,2021-02-17,2021-02-19,"7,614.91",37,خیر,ERP_COLLECTIONS
COL-00004244,C_878590,T_273387,2021-01-11,2021-01-11,2021-02-03,2021-02-03,"7,614.90",23,خیر,ERP_COLLECTIONS
COL-00004245,C_983306,T_273390,2020-07-06,2020-07-06,2020-07-09,2020-07-09,"238,061.56",3,خیر,ERP_COLLECTIONS
COL-00004246,C_983306,T_273390,2020-07-06,2020-07-06,2020-07-12,2020-07-13,"238,061.55",6,خیر,ERP_COLLECTIONS
COL-00004247,C_683666,T_273458,2020-02-24,2020-02-24,2020-02-24,2020-02-26,"204,350.79",0,خیر,ERP_COLLECTIONS
COL-00004248,C_222193,T_273586,2020-09-21,2020-10-21,2020-11-29,2020-11-30,"24,111.47",39,خیر,ERP_COLLECTIONS
COL-00004249,C_222193,T_273586,2020-09-21,2020-10-21,2020-11-14,2020-11-16,"24,111.47",24,خیر,ERP_COLLECTIONS
COL-00004250,C_095017,T_273594,2022-04-18,2022-04-18,2022-05-27,2022-05-29,"1,247,052.31",39,خیر,ERP_COLLECTIONS
COL-00004251,C_790639,T_273740,2020-10-26,2020-10-26,2020-11-02,2020-11-04,"105,202.48",7,خیر,ERP_COLLECTIONS
COL-00004252,C_029626,T_273847,2020-07-13,2020-07-13,2020-08-19,2020-08-19,"9,544.87",37,خیر,ERP_COLLECTIONS
COL-00004253,C_479796,T_273854,2020-09-07,2020-10-07,2020-11-14,2020-11-16,"43,069.81",38,خیر,ERP_COLLECTIONS
COL-00004254,C_848211,T_273896,2021-04-19,2021-07-18,2021-08-02,2021-08-02,"269,834.26",15,خیر,ERP_COLLECTIONS
COL-00004255,C_848211,T_273896,2021-04-19,2021-07-18,2021-07-30,2021-07-31,"269,834.25",12,خیر,ERP_COLLECTIONS
COL-00004256,C_997228,T_273950,2020-11-02,2021-01-31,2021-02-24,2021-02-24,"217,343.72",24,خیر,ERP_COLLECTIONS
COL-00004257,C_943171,T_273973,2021-08-16,2021-08-16,2021-09-09,2021-09-11,"12,024.25",24,خیر,ERP_COLLECTIONS
COL-00004258,C_943171,T_273973,2021-08-16,2021-08-16,2021-09-29,2021-09-29,"12,024.25",44,خیر,ERP_COLLECTIONS
COL-00004259,C_853926,T_273991,2020-08-03,2020-08-03,2020-08-21,2020-08-22,"10,786.45",18,خیر,ERP_COLLECTIONS
COL-00004260,C_853926,T_273991,2020-08-03,2020-08-03,2020-09-13,2020-09-15,"10,786.44",41,خیر,ERP_COLLECTIONS
COL-00004261,C_551361,T_274012,2022-02-14,2022-02-14,2022-03-01,2022-03-02,"1,502,873.96",15,خیر,ERP_COLLECTIONS
COL-00004262,C_172705,T_274239,2021-06-28,2021-06-28,2021-07-21,2021-07-22,"7,559.99",23,خیر,ERP_COLLECTIONS
COL-00004263,C_806376,T_274263,2021-10-18,2021-10-18,2021-10-18,2021-10-20,"158,250.92",0,خیر,ERP_COLLECTIONS
COL-00004264,C_800815,T_274351,2020-08-03,2020-08-03,2020-08-07,2020-08-09,649.61,4,خیر,ERP_COLLECTIONS
COL-00004265,C_806376,T_274458,2021-06-28,2021-07-28,2021-09-14,2021-09-16,"49,880.39",48,خیر,ERP_COLLECTIONS
COL-00004266,C_806376,T_274458,2021-06-28,2021-07-28,2021-09-22,2021-09-22,"49,880.38",56,خیر,ERP_COLLECTIONS
COL-00004267,C_514318,T_274603,2021-11-08,2021-11-08,2021-12-21,2021-12-22,"187,268.48",43,خیر,ERP_COLLECTIONS
COL-00004268,C_683666,T_274619,2020-08-31,2020-08-31,2020-09-28,2020-09-29,"299,996.64",28,خیر,ERP_COLLECTIONS
COL-00004269,C_063926,T_274637,2021-05-17,2021-05-17,2021-05-21,2021-05-23,"22,939.02",4,خیر,ERP_COLLECTIONS
COL-00004270,C_063926,T_274637,2021-05-17,2021-05-17,2021-06-20,2021-06-20,"22,939.02",34,خیر,ERP_COLLECTIONS
COL-00004271,C_672256,T_274699,2020-02-24,2020-02-24,2020-04-12,2020-04-13,"251,156.68",48,خیر,ERP_COLLECTIONS
COL-00004272,C_535756,T_274803,2020-11-23,2020-11-23,2020-12-06,2020-12-06,"638,276.29",13,خیر,ERP_COLLECTIONS
COL-00004273,C_862106,T_274827,2020-01-27,2020-01-27,2020-02-26,2020-02-28,"328,279.49",30,خیر,ERP_COLLECTIONS
COL-00004274,C_385862,T_274902,2020-01-20,2020-01-20,2020-02-28,2020-02-29,"62,361.61",39,خیر,ERP_COLLECTIONS
COL-00004275,C_951507,T_275070,2021-07-05,2021-07-05,2021-07-05,2021-07-06,"96,811.21",0,خیر,ERP_COLLECTIONS
COL-00004276,C_705572,T_275342,2021-10-25,2021-10-25,2021-12-01,2021-12-01,"113,187.31",37,خیر,ERP_COLLECTIONS
COL-00004277,C_800815,T_275498,2020-02-03,2020-02-03,2020-02-24,2020-02-25,"1,645.57",21,خیر,ERP_COLLECTIONS
COL-00004278,C_980626,T_275542,2021-07-05,2021-08-04,2021-09-04,2021-09-04,"186,783.30",31,خیر,ERP_COLLECTIONS
COL-00004279,C_691158,T_275628,2020-01-27,2020-01-27,2020-01-28,2020-01-29,"113,784.56",1,خیر,ERP_COLLECTIONS
COL-00004280,C_739947,T_275746,2022-03-14,2022-03-14,2022-03-30,2022-03-31,"553,866.59",16,خیر,ERP_COLLECTIONS
COL-00004281,C_705572,T_275754,2021-04-12,2021-04-12,2021-04-16,2021-04-16,"146,167.21",4,خیر,ERP_COLLECTIONS
COL-00004282,C_593639,T_275801,2020-01-27,2020-02-26,2020-03-04,2020-03-04,"67,289.00",7,خیر,ERP_COLLECTIONS
COL-00004283,C_593639,T_275801,2020-01-27,2020-02-26,2020-03-05,2020-03-06,"67,288.99",8,خیر,ERP_COLLECTIONS
COL-00004284,C_117580,T_275868,2020-08-03,2020-08-03,2020-08-28,2020-08-30,"62,406.33",25,خیر,ERP_COLLECTIONS
COL-00004285,C_473035,T_275902,2020-04-27,2020-05-27,2020-05-30,2020-06-01,"341,702.88",3,خیر,ERP_COLLECTIONS
COL-00004286,C_074947,T_275903,2020-06-08,2020-09-06,2020-09-14,2020-09-14,"24,912.29",8,خیر,ERP_COLLECTIONS
COL-00004287,C_915518,T_275948,2021-01-18,2021-01-18,2021-01-18,2021-01-18,963.45,0,خیر,ERP_COLLECTIONS
COL-00004288,C_853926,T_276440,2020-04-20,2020-05-20,2020-05-21,2020-05-21,"45,918.71",1,خیر,ERP_COLLECTIONS
COL-00004289,C_282979,T_276547,2021-07-19,2021-07-19,2021-08-10,2021-08-11,"71,113.08",22,خیر,ERP_COLLECTIONS
COL-00004290,C_282979,T_276547,2021-07-19,2021-07-19,2021-08-03,2021-08-05,"71,113.07",15,خیر,ERP_COLLECTIONS
COL-00004291,C_535756,T_276594,2020-11-16,2020-11-16,2020-11-16,2020-11-18,"115,502.73",0,خیر,ERP_COLLECTIONS
COL-00004292,C_535756,T_276594,2020-11-16,2020-11-16,2020-11-20,2020-11-20,"115,502.72",4,خیر,ERP_COLLECTIONS
COL-00004293,C_690888,T_276651,2021-09-13,2021-10-13,2021-10-12,2021-10-13,988.40,0,خیر,ERP_COLLECTIONS
COL-00004294,C_690888,T_276651,2021-09-13,2021-10-13,2021-10-17,2021-10-19,988.39,4,خیر,ERP_COLLECTIONS
COL-00004295,C_322219,T_276654,2020-12-07,2021-01-06,2021-02-14,2021-02-15,"159,356.83",39,خیر,ERP_COLLECTIONS
COL-00004296,C_322315,T_276714,2020-07-20,2020-07-20,2020-07-20,2020-07-20,"72,991.22",0,خیر,ERP_COLLECTIONS
COL-00004297,C_426816,T_276824,2021-06-07,2021-06-07,2021-07-22,2021-07-23,"3,211.90",45,خیر,ERP_COLLECTIONS
COL-00004298,C_167944,T_276887,2021-11-08,2021-11-08,2021-11-08,2021-11-10,"389,063.03",0,خیر,ERP_COLLECTIONS
COL-00004299,C_473035,T_276913,2022-02-14,2022-02-14,2022-03-31,2022-04-01,"1,876,879.89",45,خیر,ERP_COLLECTIONS
COL-00004300,C_535756,T_277150,2020-03-09,2020-04-08,2020-05-11,2020-05-13,"418,106.66",33,خیر,ERP_COLLECTIONS
COL-00004301,C_039413,T_277154,2020-05-04,2020-05-04,2020-05-16,2020-05-17,"186,778.54",12,خیر,ERP_COLLECTIONS
COL-00004302,C_039413,T_277154,2020-05-04,2020-05-04,2020-05-14,2020-05-16,"186,778.54",10,خیر,ERP_COLLECTIONS
COL-00004303,C_566726,T_277229,2022-03-14,2022-03-14,2022-03-15,2022-03-15,"5,094.23",1,خیر,ERP_COLLECTIONS
COL-00004304,C_361181,T_277235,2021-08-16,2021-09-15,2021-11-02,2021-11-02,"1,628,028.62",48,خیر,ERP_COLLECTIONS
COL-00004305,C_806376,T_277250,2021-07-19,2021-08-18,2021-08-26,2021-08-27,"109,777.65",8,خیر,ERP_COLLECTIONS
COL-00004306,C_568392,T_277308,2021-06-14,2021-06-14,2021-07-02,2021-07-02,"135,937.30",18,خیر,ERP_COLLECTIONS
COL-00004307,C_568392,T_277308,2021-06-14,2021-06-14,2021-06-27,2021-06-28,"135,937.29",13,خیر,ERP_COLLECTIONS
COL-00004308,C_739947,T_277537,2020-11-23,2020-12-23,2020-12-22,2020-12-23,"205,161.06",0,خیر,ERP_COLLECTIONS
COL-00004309,C_862106,T_277629,2020-08-17,2020-08-17,2020-08-18,2020-08-19,"313,561.26",1,خیر,ERP_COLLECTIONS
COL-00004310,C_806376,T_277643,2021-09-20,2021-10-20,2021-11-14,2021-11-14,"127,245.49",25,خیر,ERP_COLLECTIONS
COL-00004311,C_633661,T_277697,2021-03-08,2021-03-08,2021-03-12,2021-03-14,"307,456.05",4,خیر,ERP_COLLECTIONS
COL-00004312,C_342564,T_277850,2020-04-13,2020-04-13,2020-04-13,2020-04-14,"16,625.38",0,خیر,ERP_COLLECTIONS
COL-00004313,C_342564,T_277850,2020-04-13,2020-04-13,2020-04-17,2020-04-19,"16,625.37",4,خیر,ERP_COLLECTIONS
COL-00004314,C_603877,T_277871,2020-03-23,2020-04-22,2020-06-08,2020-06-09,"6,868.07",47,خیر,ERP_COLLECTIONS
COL-00004315,C_866894,T_277899,2020-09-21,2020-09-21,2020-10-12,2020-10-13,"66,515.98",21,خیر,ERP_COLLECTIONS
COL-00004316,C_317124,T_277914,2021-02-01,2021-02-01,2021-02-17,2021-02-19,"19,015.60",16,خیر,ERP_COLLECTIONS
COL-00004317,C_903161,T_277989,2020-11-09,2020-11-09,2020-12-02,2020-12-02,"5,109.68",23,خیر,ERP_COLLECTIONS
COL-00004318,C_806376,T_278034,2021-03-22,2021-03-22,2021-04-15,2021-04-15,"91,327.52",24,خیر,ERP_COLLECTIONS
COL-00004319,C_083552,T_278070,2020-04-27,2020-04-27,2020-06-02,2020-06-04,"9,862.11",36,خیر,ERP_COLLECTIONS
COL-00004320,C_472366,T_278132,2021-11-15,2021-11-15,2021-12-19,2021-12-21,"102,330.19",34,خیر,ERP_COLLECTIONS
COL-00004321,C_472366,T_278132,2021-11-15,2021-11-15,2022-01-03,2022-01-03,"102,330.18",49,خیر,ERP_COLLECTIONS
COL-00004322,C_502843,T_278192,2021-09-13,2021-09-13,2021-10-31,2021-11-02,"54,206.54",48,خیر,ERP_COLLECTIONS
COL-00004323,C_117580,T_278238,2020-06-22,2020-06-22,2020-07-22,2020-07-23,"59,592.02",30,خیر,ERP_COLLECTIONS
COL-00004324,C_086403,T_278288,2021-10-04,2021-10-04,2021-10-22,2021-10-22,"73,407.18",18,خیر,ERP_COLLECTIONS
COL-00004325,C_746892,T_278400,2020-01-20,2020-04-19,2020-05-07,2020-05-09,"65,739.08",18,خیر,ERP_COLLECTIONS
COL-00004326,C_051706,T_278685,2020-04-20,2020-07-19,2020-09-03,2020-09-03,"50,452.40",46,خیر,ERP_COLLECTIONS
COL-00004327,C_421536,T_278714,2020-08-31,2020-08-31,2020-09-24,2020-09-24,"212,708.91",24,خیر,ERP_COLLECTIONS
COL-00004328,C_483750,T_278722,2020-06-22,2020-07-22,2020-07-25,2020-07-27,"236,289.98",3,خیر,ERP_COLLECTIONS
COL-00004329,C_951507,T_278734,2021-05-03,2021-05-03,2021-06-09,2021-06-10,"91,688.95",37,خیر,ERP_COLLECTIONS
COL-00004330,C_683666,T_278756,2021-10-04,2021-10-04,2021-11-12,2021-11-12,"927,171.82",39,خیر,ERP_COLLECTIONS
COL-00004331,C_703801,T_278764,2020-11-09,2020-11-09,2020-12-14,2020-12-15,"729,895.02",35,خیر,ERP_COLLECTIONS
COL-00004332,C_180745,T_278932,2021-06-07,2021-06-07,2021-06-07,2021-06-09,"33,584.25",0,خیر,ERP_COLLECTIONS
COL-00004333,C_180745,T_278932,2021-06-07,2021-06-07,2021-07-07,2021-07-07,"33,584.26",30,خیر,ERP_COLLECTIONS
COL-00004334,C_698497,T_279078,2021-05-31,2021-06-30,2021-06-28,2021-06-30,"38,166.06",0,خیر,ERP_COLLECTIONS
COL-00004335,C_698497,T_279078,2021-05-31,2021-06-30,2021-07-31,2021-07-31,"38,166.05",31,خیر,ERP_COLLECTIONS
COL-00004336,C_683666,T_279088,2020-11-16,2020-11-16,2020-11-25,2020-11-27,"461,140.88",9,خیر,ERP_COLLECTIONS
COL-00004337,C_758522,T_279119,2020-08-31,2020-08-31,2020-10-18,2020-10-20,"342,987.98",48,خیر,ERP_COLLECTIONS
COL-00004338,C_661757,T_279248,2020-11-02,2020-12-02,2020-11-27,2020-11-28,"178,789.09",0,خیر,ERP_COLLECTIONS
COL-00004339,C_594561,T_279315,2022-04-25,2022-04-25,2022-05-22,2022-05-23,"307,507.33",27,خیر,ERP_COLLECTIONS
COL-00004340,C_245948,T_279324,2020-01-20,2020-04-19,2020-05-19,2020-05-21,"144,334.59",30,خیر,ERP_COLLECTIONS
COL-00004341,C_113139,T_279507,2020-10-05,2021-01-03,2021-01-07,2021-01-08,"83,308.59",4,خیر,ERP_COLLECTIONS
COL-00004342,C_117580,T_279569,2020-06-08,2020-07-08,2020-08-04,2020-08-05,"60,599.65",27,خیر,ERP_COLLECTIONS
COL-00004343,C_302517,T_279579,2022-03-28,2022-03-28,2022-04-11,2022-04-11,"53,671.96",14,خیر,ERP_COLLECTIONS
COL-00004344,C_527060,T_279584,2022-05-09,2022-06-08,2022-07-08,2022-07-10,"568,302.91",30,خیر,ERP_COLLECTIONS
COL-00004345,C_117580,T_279734,2020-05-18,2020-05-18,2020-06-18,2020-06-20,"29,056.47",31,خیر,ERP_COLLECTIONS
COL-00004346,C_117580,T_279734,2020-05-18,2020-05-18,2020-07-04,2020-07-04,"29,056.46",47,خیر,ERP_COLLECTIONS
COL-00004347,C_866894,T_279827,2022-02-07,2022-02-07,2022-03-07,2022-03-08,"79,114.04",28,خیر,ERP_COLLECTIONS
COL-00004348,C_866894,T_279827,2022-02-07,2022-02-07,2022-02-25,2022-02-27,"79,114.03",18,خیر,ERP_COLLECTIONS
COL-00004349,C_661757,T_279851,2020-07-13,2020-08-12,2020-09-19,2020-09-20,"60,750.64",38,خیر,ERP_COLLECTIONS
COL-00004350,C_661757,T_279851,2020-07-13,2020-08-12,2020-09-04,2020-09-06,"60,750.63",23,خیر,ERP_COLLECTIONS
COL-00004351,C_800815,T_279893,2020-11-02,2020-11-02,2020-11-23,2020-11-23,"7,092.21",21,خیر,ERP_COLLECTIONS
COL-00004352,C_888956,T_279947,2021-06-07,2021-06-07,2021-06-09,2021-06-09,"154,725.12",2,خیر,ERP_COLLECTIONS
COL-00004353,C_469142,T_279957,2020-08-31,2020-08-31,2020-08-31,2020-09-02,"92,607.67",0,خیر,ERP_COLLECTIONS
COL-00004354,C_806376,T_280033,2021-08-02,2021-09-01,2021-09-08,2021-09-08,"105,329.92",7,خیر,ERP_COLLECTIONS
COL-00004355,C_299317,T_280046,2021-06-07,2021-06-07,2021-07-02,2021-07-04,"775,327.35",25,خیر,ERP_COLLECTIONS
COL-00004356,C_806376,T_280183,2020-11-30,2020-11-30,2020-12-23,2020-12-24,"11,544.07",23,خیر,ERP_COLLECTIONS
COL-00004357,C_769491,T_280201,2020-09-14,2020-09-14,2020-10-05,2020-10-05,635.61,21,خیر,ERP_COLLECTIONS
COL-00004358,C_420287,T_280215,2020-03-23,2020-04-22,2020-05-01,2020-05-03,"37,232.98",9,خیر,ERP_COLLECTIONS
COL-00004359,C_420287,T_280215,2020-03-23,2020-04-22,2020-05-01,2020-05-01,"37,232.98",9,خیر,ERP_COLLECTIONS
