Cost_Record_ID,Sales_Line_ID,شماره فاکتور,Product_ID,هزینه کل به ازای واحد,مقدار برگشتی,مبلغ برگشتی,Cost_Close_Date,Available_At,Source_System
COST-SL-00003017,SL-00003017,T_390246,P_RARE_Product_Family_03,127.00,0.00,0.00,2020-10-19,2020-10-21,ERP_COSTING
COST-SL-00003018,SL-00003018,T_096315,P_RARE_Product_Family_03,108.16,0.00,0.00,2020-10-17,2020-10-18,ERP_COSTING
COST-SL-00003021,SL-00003021,T_805339,P_RARE_Product_Family_02,899.64,0.00,0.00,2022-05-07,2022-05-08,ERP_COSTING
COST-SL-00003024,SL-00003024,T_444213,P_047794,118.45,0.00,0.00,2020-08-26,2020-08-28,ERP_COSTING
COST-SL-00003031,SL-00003031,T_124628,P_RARE_Product_Family_04,168.92,0.00,0.00,2021-08-12,2021-08-12,ERP_COSTING
COST-SL-00003034,SL-00003034,T_144011,P_RARE_Product_Family_04,88.15,0.00,0.00,2020-09-27,2020-09-29,ERP_COSTING
COST-SL-00003042,SL-00003042,T_942567,P_RARE_Product_Family_03,486.09,0.00,0.00,2021-09-04,2021-09-04,ERP_COSTING
COST-SL-00003043,SL-00003043,T_339275,P_938621,744.69,0.00,0.00,2022-04-18,2022-04-19,ERP_COSTING
COST-SL-00003047,SL-00003047,T_365605,P_031127,157.69,0.00,0.00,2020-12-22,2020-12-24,ERP_COSTING
COST-SL-00003048,SL-00003048,T_086942,P_RARE_Product_Family_05,136.87,0.00,0.00,2020-12-03,2020-12-03,ERP_COSTING
COST-SL-00003053,SL-00003053,T_231114,P_RARE_Product_Family_02,123.86,0.00,0.00,2020-11-26,2020-11-28,ERP_COSTING
COST-SL-00003056,SL-00003056,T_346972,P_417970,68.45,0.00,0.00,2020-06-07,2020-06-08,ERP_COSTING
COST-SL-00003057,SL-00003057,T_827060,P_821814,70.54,0.00,0.00,2020-07-31,2020-07-31,ERP_COSTING
COST-SL-00003059,SL-00003059,T_731617,P_291919,54.61,0.00,0.00,2020-04-29,2020-04-29,ERP_COSTING
COST-SL-00003063,SL-00003063,T_420045,P_RARE_Product_Family_03,294.84,0.00,0.00,2021-10-26,2021-10-27,ERP_COSTING
COST-SL-00003064,SL-00003064,T_434601,P_850083,82.84,0.00,0.00,2020-05-08,2020-05-08,ERP_COSTING
COST-SL-00003065,SL-00003065,T_474867,P_RARE_Product_Family_06,560.43,0.00,0.00,2022-05-29,2022-05-30,ERP_COSTING
COST-SL-00003071,SL-00003071,T_955485,P_RARE_Product_Family_04,49.12,0.00,0.00,2021-05-26,2021-05-28,ERP_COSTING
COST-SL-00003076,SL-00003076,T_376400,P_989949,217.87,0.00,0.00,2021-09-06,2021-09-07,ERP_COSTING
COST-SL-00003080,SL-00003080,T_590205,P_192876,529.59,0.00,0.00,2022-04-22,2022-04-24,ERP_COSTING
COST-SL-00003081,SL-00003081,T_355607,P_RARE_Product_Family_01,217.41,0.00,0.00,2021-05-23,2021-05-23,ERP_COSTING
COST-SL-00003090,SL-00003090,T_212247,P_992126,343.99,1.91,661.47,2021-11-13,2021-11-13,ERP_COSTING
COST-SL-00003091,SL-00003091,T_485868,P_RARE_Product_Family_02,113.25,0.00,0.00,2020-08-27,2020-08-29,ERP_COSTING
COST-SL-00003095,SL-00003095,T_660199,P_591650,148.25,0.00,0.00,2020-08-12,2020-08-13,ERP_COSTING
COST-SL-00003096,SL-00003096,T_613598,P_RARE_Product_Family_03,105.95,0.00,0.00,2020-06-29,2020-06-29,ERP_COSTING
COST-SL-00003101,SL-00003101,T_172735,P_542809,122.43,0.00,0.00,2020-08-14,2020-08-14,ERP_COSTING
COST-SL-00003106,SL-00003106,T_205181,P_RARE_Product_Family_04,37.27,0.00,0.00,2020-09-02,2020-09-04,ERP_COSTING
COST-SL-00003108,SL-00003108,T_635878,P_655926,133.74,0.00,0.00,2021-01-05,2021-01-05,ERP_COSTING
COST-SL-00003110,SL-00003110,T_890897,P_037045,76.92,0.00,0.00,2020-10-06,2020-10-07,ERP_COSTING
COST-SL-00003111,SL-00003111,T_779709,P_700346,146.16,0.00,0.00,2021-01-28,2021-01-30,ERP_COSTING
COST-SL-00003115,SL-00003115,T_306925,P_RARE_Product_Family_04,49.03,0.00,0.00,2021-05-21,2021-05-21,ERP_COSTING
COST-SL-00003122,SL-00003122,T_691025,P_427325,158.71,0.00,0.00,2020-07-17,2020-07-18,ERP_COSTING
COST-SL-00003123,SL-00003123,T_039835,P_967448,213.47,0.00,0.00,2021-09-08,2021-09-08,ERP_COSTING
COST-SL-00003125,SL-00003125,T_456909,P_117251,32.43,0.00,0.00,2020-07-27,2020-07-27,ERP_COSTING
COST-SL-00003126,SL-00003126,T_182465,P_308873,290.63,0.00,0.00,2021-03-06,2021-03-08,ERP_COSTING
COST-SL-00003128,SL-00003128,T_092358,P_982549,238.03,0.00,0.00,2021-02-14,2021-02-15,ERP_COSTING
COST-SL-00003133,SL-00003133,T_702895,P_RARE_Product_Family_05,281.18,0.00,0.00,2021-04-25,2021-04-27,ERP_COSTING
COST-SL-00003138,SL-00003138,T_292046,P_725670,157.92,0.00,0.00,2021-06-26,2021-06-26,ERP_COSTING
COST-SL-00003139,SL-00003139,T_577745,P_RARE_Product_Family_03,83.13,0.00,0.00,2021-05-03,2021-05-04,ERP_COSTING
COST-SL-00003140,SL-00003140,T_541310,P_RARE_Product_Family_04,36.17,0.00,0.00,2020-07-23,2020-07-23,ERP_COSTING
COST-SL-00003146,SL-00003146,T_250249,P_425142,189.15,0.00,0.00,2021-03-23,2021-03-23,ERP_COSTING
COST-SL-00003147,SL-00003147,T_577118,P_970810,249.82,0.00,0.00,2021-09-19,2021-09-21,ERP_COSTING
COST-SL-00003154,SL-00003154,T_561975,P_662576,108.75,0.00,0.00,2020-06-09,2020-06-09,ERP_COSTING
COST-SL-00003155,SL-00003155,T_910726,P_444447,86.98,0.00,0.00,2020-05-07,2020-05-08,ERP_COSTING
COST-SL-00003158,SL-00003158,T_296435,P_RARE_Product_Family_03,110.87,0.00,0.00,2021-08-09,2021-08-11,ERP_COSTING
COST-SL-00003160,SL-00003160,T_389999,P_404680,79.48,0.00,0.00,2021-06-26,2021-06-28,ERP_COSTING
COST-SL-00003161,SL-00003161,T_288736,P_RARE_Product_Family_05,251.87,0.00,0.00,2022-01-06,2022-01-07,ERP_COSTING
COST-SL-00003166,SL-00003166,T_165292,P_RARE_Product_Family_02,169.75,0.00,0.00,2021-07-26,2021-07-28,ERP_COSTING
COST-SL-00003170,SL-00003170,T_922221,P_RARE_Product_Family_02,153.62,0.00,0.00,2020-10-30,2020-10-31,ERP_COSTING
COST-SL-00003177,SL-00003177,T_924302,P_661344,98.19,0.00,0.00,2020-03-25,2020-03-25,ERP_COSTING
COST-SL-00003182,SL-00003182,T_496771,P_421045,122.11,0.00,0.00,2020-03-24,2020-03-26,ERP_COSTING
COST-SL-00003183,SL-00003183,T_593784,P_RARE_Product_Family_03,181.18,0.00,0.00,2021-08-29,2021-08-30,ERP_COSTING
COST-SL-00003184,SL-00003184,T_289962,P_RARE_Product_Family_03,214.80,0.00,0.00,2021-09-30,2021-10-02,ERP_COSTING
COST-SL-00003187,SL-00003187,T_497421,P_RARE_Product_Family_03,129.66,0.00,0.00,2020-11-28,2020-11-28,ERP_COSTING
COST-SL-00003188,SL-00003188,T_659650,P_RARE_Product_Family_05,114.38,0.00,0.00,2020-08-05,2020-08-06,ERP_COSTING
COST-SL-00003189,SL-00003189,T_930585,P_945393,106.01,0.00,0.00,2020-08-03,2020-08-03,ERP_COSTING
COST-SL-00003196,SL-00003196,T_197648,P_639522,110.12,0.00,0.00,2021-08-16,2021-08-17,ERP_COSTING
COST-SL-00003197,SL-00003197,T_963678,P_159680,80.21,0.00,0.00,2021-06-09,2021-06-11,ERP_COSTING
COST-SL-00003198,SL-00003198,T_287241,P_RARE_Product_Family_03,89.79,0.00,0.00,2021-01-19,2021-01-19,ERP_COSTING
COST-SL-00003202,SL-00003202,T_890477,P_003764,203.82,0.00,0.00,2021-09-29,2021-09-30,ERP_COSTING
COST-SL-00003205,SL-00003205,T_337135,P_615273,95.51,0.00,0.00,2020-09-21,2020-09-21,ERP_COSTING
COST-SL-00003208,SL-00003208,T_141145,P_593409,92.20,0.00,0.00,2020-03-20,2020-03-21,ERP_COSTING
COST-SL-00003209,SL-00003209,T_693076,P_936652,98.77,0.00,0.00,2020-09-27,2020-09-29,ERP_COSTING
COST-SL-00003215,SL-00003215,T_665451,P_RARE_Product_Family_03,385.08,0.00,0.00,2021-12-18,2021-12-20,ERP_COSTING
COST-SL-00003218,SL-00003218,T_497975,P_RARE_Product_Family_05,172.47,0.00,0.00,2020-08-25,2020-08-26,ERP_COSTING
COST-SL-00003222,SL-00003222,T_770628,P_556066,110.92,0.00,0.00,2020-11-13,2020-11-15,ERP_COSTING
COST-SL-00003223,SL-00003223,T_302842,P_030934,74.92,0.00,0.00,2020-07-05,2020-07-05,ERP_COSTING
COST-SL-00003225,SL-00003225,T_778679,P_277759,381.14,0.00,0.00,2021-11-23,2021-11-23,ERP_COSTING
COST-SL-00003228,SL-00003228,T_814735,P_275491,278.16,0.00,0.00,2021-11-03,2021-11-05,ERP_COSTING
COST-SL-00003230,SL-00003230,T_698745,P_RARE_Product_Family_02,189.92,0.00,0.00,2021-07-10,2021-07-10,ERP_COSTING
COST-SL-00003235,SL-00003235,T_595399,P_RARE_Product_Family_03,48.60,0.00,0.00,2020-05-27,2020-05-28,ERP_COSTING
COST-SL-00003241,SL-00003241,T_039835,P_108987,217.74,0.00,0.00,2021-09-16,2021-09-16,ERP_COSTING
COST-SL-00003246,SL-00003246,T_026912,P_RARE_Product_Family_03,163.75,0.00,0.00,2021-04-10,2021-04-11,ERP_COSTING
COST-SL-00003253,SL-00003253,T_921102,P_850083,726.06,0.00,0.00,2022-03-18,2022-03-19,ERP_COSTING
COST-SL-00003254,SL-00003254,T_027345,P_RARE_Product_Family_05,70.96,0.00,0.00,2020-09-15,2020-09-17,ERP_COSTING
COST-SL-00003255,SL-00003255,T_940343,P_RARE_Product_Family_04,94.67,0.00,0.00,2021-02-14,2021-02-15,ERP_COSTING
COST-SL-00003259,SL-00003259,T_403333,P_RARE_Product_Family_04,64.51,0.00,0.00,2021-03-31,2021-04-01,ERP_COSTING
COST-SL-00003260,SL-00003260,T_160085,P_RARE_Product_Family_03,96.40,0.00,0.00,2020-09-17,2020-09-18,ERP_COSTING
COST-SL-00003261,SL-00003261,T_202064,P_490196,681.00,0.00,0.00,2022-07-02,2022-07-04,ERP_COSTING
COST-SL-00003265,SL-00003265,T_610856,P_RARE_Product_Family_04,93.13,0.00,0.00,2020-08-23,2020-08-23,ERP_COSTING
COST-SL-00003266,SL-00003266,T_421012,P_688772,265.67,0.00,0.00,2021-09-28,2021-09-29,ERP_COSTING
COST-SL-00003270,SL-00003270,T_003499,P_282386,102.80,0.00,0.00,2020-03-13,2020-03-15,ERP_COSTING
COST-SL-00003281,SL-00003281,T_599998,P_RARE_Product_Family_03,86.92,0.00,0.00,2020-03-21,2020-03-22,ERP_COSTING
COST-SL-00003284,SL-00003284,T_288736,P_RARE_Product_Family_05,248.35,0.00,0.00,2022-01-05,2022-01-07,ERP_COSTING
COST-SL-00003285,SL-00003285,T_456909,P_RARE_Product_Family_04,36.67,31.53,"1,260.25",2020-07-24,2020-07-24,ERP_COSTING
COST-SL-00003292,SL-00003292,T_373268,P_769459,166.21,0.00,0.00,2020-12-29,2020-12-29,ERP_COSTING
COST-SL-00003293,SL-00003293,T_913966,P_RARE_Product_Family_04,72.85,0.00,0.00,2020-04-19,2020-04-21,ERP_COSTING
COST-SL-00003296,SL-00003296,T_505505,P_RARE_Product_Family_03,189.80,0.00,0.00,2021-03-17,2021-03-18,ERP_COSTING
COST-SL-00003299,SL-00003299,T_429401,P_967448,115.08,0.00,0.00,2020-12-14,2020-12-15,ERP_COSTING
COST-SL-00003302,SL-00003302,T_611770,P_RARE_Product_Family_02,112.98,0.00,0.00,2020-06-05,2020-06-05,ERP_COSTING
COST-SL-00003303,SL-00003303,T_087076,P_RARE_Product_Family_04,202.56,0.00,0.00,2021-09-08,2021-09-10,ERP_COSTING
COST-SL-00003307,SL-00003307,T_957915,P_672805,175.38,0.00,0.00,2021-03-02,2021-03-03,ERP_COSTING
COST-SL-00003308,SL-00003308,T_027568,P_975626,92.18,0.00,0.00,2020-10-08,2020-10-09,ERP_COSTING
COST-SL-00003313,SL-00003313,T_278192,P_RARE_Product_Family_03,154.68,0.00,0.00,2021-10-24,2021-10-25,ERP_COSTING
COST-SL-00003316,SL-00003316,T_140749,P_499327,72.70,0.00,0.00,2020-10-01,2020-10-03,ERP_COSTING
COST-SL-00003317,SL-00003317,T_714078,P_RARE_Product_Family_03,135.11,0.00,0.00,2021-01-16,2021-01-16,ERP_COSTING
COST-SL-00003318,SL-00003318,T_382035,P_379523,78.12,0.00,0.00,2020-09-23,2020-09-23,ERP_COSTING
COST-SL-00003319,SL-00003319,T_595362,P_RARE_Product_Family_03,91.71,0.00,0.00,2020-08-07,2020-08-08,ERP_COSTING
COST-SL-00003320,SL-00003320,T_958458,P_RARE_Product_Family_04,74.34,0.00,0.00,2021-03-03,2021-03-04,ERP_COSTING
COST-SL-00003323,SL-00003323,T_300922,P_093039,193.62,0.00,0.00,2021-10-29,2021-10-31,ERP_COSTING
COST-SL-00003326,SL-00003326,T_761550,P_328965,139.15,0.00,0.00,2020-11-23,2020-11-24,ERP_COSTING
COST-SL-00003327,SL-00003327,T_890729,P_RARE_Product_Family_03,51.39,0.00,0.00,2020-03-07,2020-03-07,ERP_COSTING
COST-SL-00003330,SL-00003330,T_054780,P_967448,92.20,0.00,0.00,2020-10-14,2020-10-16,ERP_COSTING
COST-SL-00003331,SL-00003331,T_399204,P_593409,185.04,0.00,0.00,2021-07-09,2021-07-09,ERP_COSTING
COST-SL-00003337,SL-00003337,T_097770,P_159680,91.01,0.00,0.00,2021-04-25,2021-04-25,ERP_COSTING
COST-SL-00003347,SL-00003347,T_039540,P_700346,100.04,0.00,0.00,2020-08-20,2020-08-22,ERP_COSTING
COST-SL-00003349,SL-00003349,T_537969,P_861507,143.57,0.00,0.00,2020-11-27,2020-11-28,ERP_COSTING
COST-SL-00003353,SL-00003353,T_789901,P_RARE_Product_Family_02,105.94,0.00,0.00,2020-06-06,2020-06-06,ERP_COSTING
COST-SL-00003354,SL-00003354,T_967195,P_596778,55.92,0.00,0.00,2020-10-26,2020-10-27,ERP_COSTING
COST-SL-00003358,SL-00003358,T_035312,P_RARE_Product_Family_03,483.72,0.00,0.00,2021-10-29,2021-10-30,ERP_COSTING
COST-SL-00003359,SL-00003359,T_010561,P_128326,77.81,0.00,0.00,2020-09-20,2020-09-22,ERP_COSTING
COST-SL-00003361,SL-00003361,T_030919,P_RARE_Product_Family_05,431.55,0.00,0.00,2022-01-20,2022-01-21,ERP_COSTING
COST-SL-00003366,SL-00003366,T_475211,P_635050,762.27,0.00,0.00,2022-06-14,2022-06-14,ERP_COSTING
COST-SL-00003373,SL-00003373,T_811299,P_427325,191.65,0.00,0.00,2021-01-13,2021-01-13,ERP_COSTING
COST-SL-00003374,SL-00003374,T_167928,P_RARE_Product_Family_03,115.86,0.00,0.00,2020-03-21,2020-03-23,ERP_COSTING
COST-SL-00003375,SL-00003375,T_057636,P_RARE_Product_Family_03,269.19,0.00,0.00,2021-11-01,2021-11-01,ERP_COSTING
COST-SL-00003379,SL-00003379,T_503082,P_970810,102.33,0.00,0.00,2020-03-17,2020-03-18,ERP_COSTING
COST-SL-00003384,SL-00003384,T_567257,P_861507,238.33,0.00,0.00,2021-09-25,2021-09-25,ERP_COSTING
COST-SL-00003389,SL-00003389,T_511063,P_434331,58.48,0.00,0.00,2020-06-10,2020-06-11,ERP_COSTING
COST-SL-00003391,SL-00003391,T_920817,P_376553,48.21,0.00,0.00,2020-07-20,2020-07-21,ERP_COSTING
COST-SL-00003392,SL-00003392,T_820475,P_742720,610.12,0.00,0.00,2022-05-04,2022-05-06,ERP_COSTING
COST-SL-00003394,SL-00003394,T_651542,P_RARE_Product_Family_05,327.56,0.00,0.00,2021-10-22,2021-10-24,ERP_COSTING
COST-SL-00003395,SL-00003395,T_073615,P_RARE_Product_Family_03,190.87,0.00,0.00,2021-01-24,2021-01-24,ERP_COSTING
COST-SL-00003398,SL-00003398,T_964227,P_082250,97.37,0.00,0.00,2020-12-24,2020-12-25,ERP_COSTING
COST-SL-00003404,SL-00003404,T_984220,P_RARE_Product_Family_03,356.62,0.00,0.00,2021-12-05,2021-12-05,ERP_COSTING
COST-SL-00003409,SL-00003409,T_577982,P_RARE_Product_Family_04,65.40,0.00,0.00,2020-08-01,2020-08-02,ERP_COSTING
COST-SL-00003413,SL-00003413,T_371605,P_569202,79.06,0.00,0.00,2020-02-11,2020-02-11,ERP_COSTING
COST-SL-00003416,SL-00003416,T_059900,P_RARE_Product_Family_04,633.27,0.00,0.00,2022-04-29,2022-05-01,ERP_COSTING
COST-SL-00003417,SL-00003417,T_513285,P_242632,88.17,0.00,0.00,2020-07-01,2020-07-02,ERP_COSTING
COST-SL-00003418,SL-00003418,T_213861,P_961834,149.67,0.00,0.00,2021-07-24,2021-07-25,ERP_COSTING
COST-SL-00003419,SL-00003419,T_085814,P_RARE_Product_Family_03,870.76,0.00,0.00,2022-03-17,2022-03-17,ERP_COSTING
COST-SL-00003420,SL-00003420,T_846457,P_RARE_Product_Family_02,982.08,0.00,0.00,2022-04-28,2022-04-28,ERP_COSTING
COST-SL-00003423,SL-00003423,T_600728,P_RARE_Product_Family_02,279.97,0.00,0.00,2021-11-16,2021-11-18,ERP_COSTING
COST-SL-00003425,SL-00003425,T_149491,P_RARE_Product_Family_02,118.20,0.00,0.00,2020-07-12,2020-07-14,ERP_COSTING
COST-SL-00003430,SL-00003430,T_794318,P_RARE_Product_Family_04,148.39,0.00,0.00,2021-06-18,2021-06-19,ERP_COSTING
COST-SL-00003431,SL-00003431,T_983847,P_319957,440.55,0.00,0.00,2021-12-08,2021-12-08,ERP_COSTING
COST-SL-00003447,SL-00003447,T_499849,P_RARE_Product_Family_03,64.65,0.00,0.00,2020-05-15,2020-05-17,ERP_COSTING
COST-SL-00003449,SL-00003449,T_108024,P_RARE_Product_Family_01,106.53,0.00,0.00,2020-04-09,2020-04-09,ERP_COSTING
COST-SL-00003451,SL-00003451,T_321653,P_978590,379.35,0.00,0.00,2021-11-13,2021-11-13,ERP_COSTING
COST-SL-00003452,SL-00003452,T_680469,P_033867,82.33,0.00,0.00,2020-03-19,2020-03-21,ERP_COSTING
COST-SL-00003456,SL-00003456,T_090197,P_RARE_Product_Family_03,664.80,0.00,0.00,2022-02-16,2022-02-17,ERP_COSTING
COST-SL-00003457,SL-00003457,T_276651,P_RARE_Product_Family_05,333.65,0.00,0.00,2021-10-11,2021-10-11,ERP_COSTING
COST-SL-00003461,SL-00003461,T_855402,P_785891,80.56,0.00,0.00,2020-03-19,2020-03-21,ERP_COSTING
COST-SL-00003464,SL-00003464,T_284367,P_RARE_Product_Family_05,185.46,0.00,0.00,2021-03-15,2021-03-15,ERP_COSTING
COST-SL-00003472,SL-00003472,T_490650,P_593409,112.55,0.00,0.00,2020-08-15,2020-08-17,ERP_COSTING
COST-SL-00003473,SL-00003473,T_027345,P_485297,46.15,0.00,0.00,2020-09-24,2020-09-25,ERP_COSTING
COST-SL-00003476,SL-00003476,T_545840,P_RARE_Product_Family_05,144.99,0.00,0.00,2020-04-19,2020-04-19,ERP_COSTING
COST-SL-00003479,SL-00003479,T_233391,P_218456,58.34,0.00,0.00,2020-01-21,2020-01-22,ERP_COSTING
COST-SL-00003481,SL-00003481,T_305665,P_RARE_Product_Family_04,117.87,0.00,0.00,2021-08-21,2021-08-21,ERP_COSTING
COST-SL-00003486,SL-00003486,T_431926,P_725670,143.62,0.00,0.00,2020-12-22,2020-12-24,ERP_COSTING
COST-SL-00003487,SL-00003487,T_732111,P_484354,132.51,0.00,0.00,2020-08-13,2020-08-13,ERP_COSTING
COST-SL-00003490,SL-00003490,T_211117,P_062869,72.60,0.00,0.00,2020-04-17,2020-04-17,ERP_COSTING
COST-SL-00003497,SL-00003497,T_939706,P_077463,45.64,0.00,0.00,2020-08-30,2020-08-31,ERP_COSTING
COST-SL-00003500,SL-00003500,T_926684,P_RARE_Product_Family_03,113.59,0.00,0.00,2020-02-28,2020-03-01,ERP_COSTING
COST-SL-00003501,SL-00003501,T_581441,P_987950,270.67,0.00,0.00,2021-05-05,2021-05-06,ERP_COSTING
COST-SL-00003504,SL-00003504,T_792279,P_700346,131.99,0.00,0.00,2020-10-31,2020-10-31,ERP_COSTING
COST-SL-00003507,SL-00003507,T_055779,P_466170,787.98,0.00,0.00,2022-03-21,2022-03-22,ERP_COSTING
COST-SL-00003511,SL-00003511,T_451175,P_850562,123.56,0.00,0.00,2021-05-05,2021-05-07,ERP_COSTING
COST-SL-00003514,SL-00003514,T_482302,P_RARE_Product_Family_04,36.08,5.96,261.17,2020-05-03,2020-05-03,ERP_COSTING
COST-SL-00003521,SL-00003521,T_289962,P_RARE_Product_Family_03,185.55,0.00,0.00,2021-10-01,2021-10-01,ERP_COSTING
COST-SL-00003522,SL-00003522,T_461443,P_RARE_Product_Family_05,119.43,0.00,0.00,2020-07-22,2020-07-24,ERP_COSTING
COST-SL-00003526,SL-00003526,T_976408,P_047794,108.26,0.00,0.00,2020-06-09,2020-06-10,ERP_COSTING
COST-SL-00003527,SL-00003527,T_108024,P_RARE_Product_Family_01,98.13,0.00,0.00,2020-03-15,2020-03-15,ERP_COSTING
COST-SL-00003537,SL-00003537,T_041345,P_468134,84.58,0.00,0.00,2020-11-12,2020-11-14,ERP_COSTING
COST-SL-00003539,SL-00003539,T_866252,P_490196,121.92,0.00,0.00,2020-12-02,2020-12-02,ERP_COSTING
COST-SL-00003540,SL-00003540,T_495953,P_421668,39.84,0.00,0.00,2020-08-27,2020-08-28,ERP_COSTING
COST-SL-00003541,SL-00003541,T_286253,P_611957,197.79,9.62,"1,888.69",2021-02-23,2021-02-23,ERP_COSTING
COST-SL-00003550,SL-00003550,T_605161,P_476135,140.99,0.00,0.00,2020-08-26,2020-08-26,ERP_COSTING
COST-SL-00003553,SL-00003553,T_245866,P_494409,259.47,0.00,0.00,2021-07-05,2021-07-07,ERP_COSTING
COST-SL-00003555,SL-00003555,T_835855,P_RARE_Product_Family_04,796.95,0.00,0.00,2022-04-30,2022-05-02,ERP_COSTING
COST-SL-00003563,SL-00003563,T_763167,P_769459,128.95,0.00,0.00,2020-08-03,2020-08-03,ERP_COSTING
COST-SL-00003566,SL-00003566,T_992329,P_RARE_Product_Family_01,796.32,0.00,0.00,2022-06-09,2022-06-11,ERP_COSTING
COST-SL-00003567,SL-00003567,T_101706,P_165831,123.55,0.00,0.00,2020-10-20,2020-10-21,ERP_COSTING
COST-SL-00003568,SL-00003568,T_822587,P_RARE_Product_Family_03,104.66,0.00,0.00,2021-08-20,2021-08-21,ERP_COSTING
COST-SL-00003569,SL-00003569,T_001807,P_RARE_Product_Family_01,55.26,0.00,0.00,2020-05-13,2020-05-13,ERP_COSTING
COST-SL-00003572,SL-00003572,T_856551,P_RARE_Product_Family_04,61.81,0.00,0.00,2021-08-04,2021-08-05,ERP_COSTING
COST-SL-00003573,SL-00003573,T_677381,P_RARE_Product_Family_02,124.77,0.00,0.00,2020-08-14,2020-08-16,ERP_COSTING
COST-SL-00003577,SL-00003577,T_925810,P_242632,143.73,0.00,0.00,2021-07-10,2021-07-10,ERP_COSTING
COST-SL-00003578,SL-00003578,T_215842,P_RARE_Product_Family_03,176.86,0.00,0.00,2021-07-29,2021-07-29,ERP_COSTING
COST-SL-00003585,SL-00003585,T_426045,P_062869,69.66,0.00,0.00,2020-05-05,2020-05-06,ERP_COSTING
COST-SL-00003588,SL-00003588,T_775248,P_RARE_Product_Family_04,861.85,0.00,0.00,2022-05-02,2022-05-04,ERP_COSTING
COST-SL-00003592,SL-00003592,T_513778,P_RARE_Product_Family_02,128.79,0.00,0.00,2020-10-23,2020-10-24,ERP_COSTING
COST-SL-00003593,SL-00003593,T_514682,P_RARE_Product_Family_03,107.56,0.00,0.00,2020-06-14,2020-06-16,ERP_COSTING
COST-SL-00003598,SL-00003598,T_460541,P_RARE_Product_Family_03,141.10,0.00,0.00,2020-10-29,2020-10-31,ERP_COSTING
COST-SL-00003599,SL-00003599,T_791158,P_RARE_Product_Family_03,216.84,0.72,189.55,2021-09-18,2021-09-18,ERP_COSTING
COST-SL-00003603,SL-00003603,T_442604,P_947419,45.66,0.00,0.00,2021-03-10,2021-03-10,ERP_COSTING
COST-SL-00003604,SL-00003604,T_470587,P_529239,43.47,0.00,0.00,2020-10-31,2020-11-02,ERP_COSTING
COST-SL-00003605,SL-00003605,T_397475,P_637093,189.75,0.00,0.00,2021-06-21,2021-06-21,ERP_COSTING
COST-SL-00003609,SL-00003609,T_262831,P_RARE_Product_Family_03,114.15,0.00,0.00,2021-08-27,2021-08-27,ERP_COSTING
COST-SL-00003611,SL-00003611,T_369556,P_RARE_Product_Family_03,121.57,0.00,0.00,2020-01-30,2020-01-31,ERP_COSTING
COST-SL-00003616,SL-00003616,T_776397,P_569202,59.45,0.00,0.00,2020-03-17,2020-03-17,ERP_COSTING
COST-SL-00003623,SL-00003623,T_729390,P_RARE_Product_Family_03,137.74,0.00,0.00,2021-06-04,2021-06-05,ERP_COSTING
COST-SL-00003624,SL-00003624,T_326615,P_282386,97.48,0.00,0.00,2020-05-24,2020-05-26,ERP_COSTING
COST-SL-00003629,SL-00003629,T_752915,P_601081,96.79,0.00,0.00,2020-03-18,2020-03-19,ERP_COSTING
COST-SL-00003633,SL-00003633,T_406313,P_572494,579.89,0.00,0.00,2022-05-20,2022-05-21,ERP_COSTING
COST-SL-00003636,SL-00003636,T_568929,P_016182,108.48,0.00,0.00,2020-07-20,2020-07-20,ERP_COSTING
COST-SL-00003637,SL-00003637,T_450428,P_569202,68.16,0.00,0.00,2020-04-04,2020-04-06,ERP_COSTING
COST-SL-00003639,SL-00003639,T_540252,P_RARE_Product_Family_03,109.50,0.00,0.00,2020-12-03,2020-12-05,ERP_COSTING
COST-SL-00003641,SL-00003641,T_899197,P_623690,76.91,0.00,0.00,2020-04-26,2020-04-26,ERP_COSTING
COST-SL-00003644,SL-00003644,T_136981,P_RARE_Product_Family_03,138.95,0.00,0.00,2021-10-07,2021-10-08,ERP_COSTING
COST-SL-00003647,SL-00003647,T_489120,P_378693,123.34,0.00,0.00,2020-02-11,2020-02-11,ERP_COSTING
COST-SL-00003650,SL-00003650,T_938505,P_615273,291.83,0.00,0.00,2021-09-25,2021-09-25,ERP_COSTING
COST-SL-00003653,SL-00003653,T_867312,P_RARE_Product_Family_03,323.36,0.00,0.00,2021-11-15,2021-11-16,ERP_COSTING
COST-SL-00003656,SL-00003656,T_224554,P_983543,148.19,0.00,0.00,2021-01-07,2021-01-07,ERP_COSTING
COST-SL-00003657,SL-00003657,T_794400,P_850562,143.63,0.00,0.00,2021-04-06,2021-04-08,ERP_COSTING
COST-SL-00003660,SL-00003660,T_797038,P_RARE_Product_Family_03,125.95,0.00,0.00,2021-07-18,2021-07-19,ERP_COSTING
COST-SL-00003672,SL-00003672,T_320120,P_214104,106.21,0.00,0.00,2020-11-20,2020-11-20,ERP_COSTING
COST-SL-00003673,SL-00003673,T_768333,P_RARE_Product_Family_03,192.50,0.00,0.00,2021-03-17,2021-03-19,ERP_COSTING
COST-SL-00003677,SL-00003677,T_193971,P_RARE_Product_Family_03,107.95,0.00,0.00,2020-05-12,2020-05-13,ERP_COSTING
COST-SL-00003678,SL-00003678,T_515176,P_386679,80.42,0.00,0.00,2021-01-10,2021-01-10,ERP_COSTING
